date,month,year,region,indicator,data_value,measurement,units,ocean_coastal
2006-04-16,Apr,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0175729,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-05-16,May,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0106763,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-06-14,Jun,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-07-17,Jul,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-6.9359e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-08-15,Aug,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00586621,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-09-17,Sep,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0171968,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-10-16,Oct,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-9.47333e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-11-14,Nov,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0196656,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2006-12-17,Dec,2006,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0807046,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-01-15,Jan,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0241904,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-02-13,Feb,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0135244,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-03-15,Mar,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0163664,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-04-16,Apr,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00504002,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-05-16,May,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00329249,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-06-14,Jun,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-07-17,Jul,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0130159,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-08-15,Aug,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0145396,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-09-17,Sep,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00907462,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-10-16,Oct,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0218303,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-11-14,Nov,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0262026,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2007-12-17,Dec,2007,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0451138,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-01-15,Jan,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.107013,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-02-13,Feb,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0209113,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-03-17,Mar,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00332215,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-04-16,Apr,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0783821,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-05-15,May,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00499322,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-06-17,Jun,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-07-16,Jul,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0173298,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-08-14,Aug,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-6.16668e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-09-16,Sep,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,3.25356e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-10-16,Oct,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0282447,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-11-14,Nov,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0656297,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2008-12-17,Dec,2008,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0253322,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-01-15,Jan,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00410367,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-02-13,Feb,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0745166,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-03-15,Mar,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0696193,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-04-16,Apr,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0298662,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-05-16,May,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0502983,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-06-14,Jun,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-07-17,Jul,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-4.48275e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-08-15,Aug,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00527863,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-09-17,Sep,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0161565,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-10-16,Oct,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0286334,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-11-14,Nov,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0746558,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2009-12-17,Dec,2009,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.121421,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-01-15,Jan,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00226504,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-02-13,Feb,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0100452,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-03-15,Mar,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00494677,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-04-16,Apr,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00498829,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-05-16,May,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0469392,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-06-14,Jun,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-07-17,Jul,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.033445,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-08-15,Aug,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00497598,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-09-17,Sep,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00457427,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-10-16,Oct,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.030327,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-11-14,Nov,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0481634,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2010-12-17,Dec,2010,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00296274,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-01-15,Jan,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00881378,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-02-13,Feb,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00141169,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-03-15,Mar,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.02002,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-04-16,Apr,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0227577,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-05-16,May,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0654092,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-06-14,Jun,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-07-17,Jul,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0438307,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-08-15,Aug,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0105111,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-09-17,Sep,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00289006,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-10-16,Oct,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0893903,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-11-14,Nov,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0251164,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2011-12-17,Dec,2011,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0509096,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-01-15,Jan,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0744813,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-02-13,Feb,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00450051,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-03-17,Mar,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0510657,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-04-16,Apr,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00525359,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-05-15,May,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0130837,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-06-17,Jun,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-07-16,Jul,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0879315,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-08-14,Aug,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0309886,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-09-16,Sep,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00137745,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-10-16,Oct,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0307206,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-11-14,Nov,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.029366,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2012-12-17,Dec,2012,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00872801,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-01-15,Jan,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0199765,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-02-13,Feb,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.055399,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-03-15,Mar,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0476665,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-04-16,Apr,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0640876,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-05-16,May,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0375108,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-06-14,Jun,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-07-17,Jul,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00326715,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-08-15,Aug,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0281633,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-09-17,Sep,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00950296,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-10-16,Oct,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00581271,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-11-14,Nov,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0297107,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2013-12-17,Dec,2013,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0599929,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-01-15,Jan,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00668897,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-02-13,Feb,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00736398,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-03-15,Mar,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00622043,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-04-16,Apr,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0243039,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-05-16,May,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.015481,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-06-14,Jun,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-07-17,Jul,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00318047,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-08-15,Aug,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00314967,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-09-17,Sep,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0181255,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-10-16,Oct,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0166952,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-11-14,Nov,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0281548,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2014-12-17,Dec,2014,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0420129,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-01-15,Jan,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0550292,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-02-13,Feb,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0430091,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-03-15,Mar,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0164544,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-04-16,Apr,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00174576,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-05-16,May,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0273297,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-06-14,Jun,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-07-17,Jul,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0132763,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-08-15,Aug,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.020704,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-09-17,Sep,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0026168,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-10-16,Oct,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0201155,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-11-14,Nov,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0968587,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2015-12-17,Dec,2015,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0361689,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-01-15,Jan,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0210079,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-02-13,Feb,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00800551,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-03-17,Mar,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00939418,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-04-16,Apr,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00181839,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-05-15,May,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0549572,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-06-17,Jun,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-07-16,Jul,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00925114,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-08-14,Aug,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0176385,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-09-16,Sep,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0181827,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-10-16,Oct,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0826167,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-11-14,Nov,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.00270449,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2016-12-17,Dec,2016,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.0260502,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-01-15,Jan,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,9.62845e-4,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-02-13,Feb,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00215745,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-03-15,Mar,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00866293,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-04-16,Apr,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,-0.00788707,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-05-16,May,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0187966,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-06-14,Jun,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,NA,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-07-17,Jul,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0597154,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-08-15,Aug,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0554092,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-09-17,Sep,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0437071,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-10-16,Oct,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0161894,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-11-14,Nov,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0471656,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
2017-12-17,Dec,2017,Subantarctic waters,Near surface concentration of chlorophyll a chl a,0.0453989,Anomaly,Milligrams/cubic M (mg m⁻³),Ocean
1998-01-15,Jan,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-02-13,Feb,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-03-15,Mar,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.999352,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-04-16,Apr,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.999028,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-05-16,May,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.93108,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-06-14,Jun,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.651337,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-07-17,Jul,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.986364,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-08-15,Aug,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.929742,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-09-17,Sep,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.998378,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-10-16,Oct,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.997713,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-11-14,Nov,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.988816,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1998-12-17,Dec,1998,Chatham,Near surface concentration of chlorophyll a chl a,0.999026,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-01-15,Jan,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-02-13,Feb,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.999192,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-03-15,Mar,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.998396,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-04-16,Apr,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.998379,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-05-16,May,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.992378,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-06-14,Jun,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.58243,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-07-17,Jul,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.942417,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-08-15,Aug,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.97535,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-09-17,Sep,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.999022,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-10-16,Oct,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.994424,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-11-14,Nov,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.994095,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
1999-12-17,Dec,1999,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-01-15,Jan,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.997587,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-02-13,Feb,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-03-17,Mar,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.996375,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-04-16,Apr,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.998859,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-05-15,May,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.998864,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-06-17,Jun,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.675945,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-07-16,Jul,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.969757,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-08-14,Aug,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.976727,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-09-16,Sep,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.993487,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-10-16,Oct,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-11-14,Nov,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.995633,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2000-12-17,Dec,2000,Chatham,Near surface concentration of chlorophyll a chl a,0.999513,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2001-01-15,Jan,2001,Chatham,Near surface concentration of chlorophyll a chl a,0.994388,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2001-02-13,Feb,2001,Chatham,Near surface concentration of chlorophyll a chl a,0.998076,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
2001-03-15,Mar,2001,Chatham,Near surface concentration of chlorophyll a chl a,0.999014,Anomaly smooth,Milligrams/cubic M (mg m⁻³),Ocean
